Дата,original,fitted_simple,forecast_simple,fitted_holt,forecast_holt,fitted_hw,forecast_hw
2022-12-21,39.85,39.79375409996516,,39.85133056916591,,39.84557802613543,
2022-12-22,39.95,39.84273585351731,,39.90018176632172,,39.90321477846949,
2022-12-22,39.95,39.936146857425896,,39.99319443338793,,40.21947873745593,
2022-12-23,40.0,39.94821086947064,,40.00590070285493,,39.931939004879915,
2022-12-26,40.0,39.99331144438717,,40.05080608290122,,40.01899029678956,
2022-12-27,40.2,39.99913617441095,,40.056940514666096,,39.98293526780515,
2022-12-28,40.25,40.17405847801796,,40.2304569374495,,40.17796966827733,
2022-12-28,40.05,40.24019216797216,,40.29733026235232,,40.33155301572961,
2022-12-29,40.05,40.07456327958403,,40.13378727930203,,40.05065181301525,
2022-12-29,40.05,40.05317234253312,,40.11144600818683,,40.03733081324557,
2022-12-29,40.05,40.05040970738915,,40.10839401301263,,40.06033927048792,
2022-12-29,40.05,40.05005291362549,,40.10797708621848,,40.079686254509724,
2022-12-29,40.15,40.05000683378391,,40.107920130705196,,40.102159986232444,
2022-12-30,40.12,40.137085903039825,,40.19425155545733,,40.197290876364754,
2023-01-01,40.15,40.122206640882155,,40.1801433525319,,40.40640752233684,
2023-01-03,40.2,40.14641049335591,,40.20411782149668,,40.13015558492525,
2023-01-04,40.15,40.19307892618028,,40.25056252713962,,40.21874696924077,
2023-01-05,40.25,40.15556363450308,,40.21373764034966,,40.13972400486737,
2023-01-06,40.25,40.2378035627159,,40.295046273504894,,40.2425397876484,
2023-01-09,40.2,40.24842483261991,,40.306153678930954,,40.340362880635986,
2023-01-09,40.3,40.2062540572261,,40.264501436115694,,40.181388010680614,
2023-01-10,40.38,40.28789273066932,,40.3451506140762,,40.27105861184616,
2023-01-11,40.35,40.36810436500927,,40.425239296944454,,40.37720401385793,
2023-01-11,40.2,40.35233817503715,,40.41027828586836,,40.381987258630794,
2023-01-12,40.25,40.21967444414066,,40.27872568487258,,40.27293974139601,
2023-01-13,40.3,40.24608346066478,,40.303924156828614,,40.30694797607544,
2023-01-13,40.3,40.29303668997512,,40.35053607100697,,40.5768100265492,
2023-01-15,40.25,40.29910068993484,,40.35690362889564,,40.282939276633016,
2023-01-17,40.25,40.256341344060054,,40.3146038852405,,40.28277064532104,
2023-01-18,40.25,40.25081898328804,,40.30882540411294,,40.23481544102006,
2023-01-18,40.25,40.250105771524105,,40.30803601767093,,40.255513942170936,
2023-01-19,40.25,40.250013660370705,,40.30792818120992,,40.34213305776639,
2023-01-19,40.2,40.250001764234085,,40.307913449892396,,40.22480759503203,
2023-01-23,40.15,40.20645771762146,,40.264741834813435,,40.19062659740005,
